range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,,,,,-0.08608390626581272,0.33860567136182557
medium,,,,,-0.20296828187652885,0.3074503738216171
long,,,,,-0.018003527787056547,0.3287353719850929
