model,mse,r_squared,aic,bic
Basic Single-Stage,0.006677864463526673,0.8796107368075087,-146.26421889120869,-143.46182412788437
Basic Two-Stage,0.005148752087834181,0.9071777401891435,-154.06420111249406,-151.26180634916975
Weber Single-Stage,0.006937972376667587,0.8749214832018681,-145.11804763860582,-142.3156528752815
Weber Two-Stage,0.0053655649735978445,0.9032690140222246,-152.82701734575198,-150.02462258242767
Linear Regression,0.006916683675811706,0.8753052782046513,-145.21022882947204,-142.40783406614773
