range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,0.44924325356813755,0.154291186242031,,,-0.3721100049926356,0.23502816576403177
medium,-0.993068836195682,0.030993179047982697,,63.666666666665435,-0.4528462798728436,0.23525030686203605
long,-0.060607391890095445,0.058680898570877806,,,0.06236201784293336,0.23502816576403165
