model,mse,r_squared,aic,bic
Basic Single-Stage,0.40977663453519225,0.8340551651067456,-22.76421863610672,-19.961823872782407
Basic Two-Stage,0.4356281760442769,0.8235862183052101,-20.928917335549148,-18.126522572224836
Weber Single-Stage,0.35346327324260485,0.8568600560019585,-27.19918593634351,-24.3967911730192
Weber Two-Stage,0.3538252962450426,0.856713449674745,-27.16847524546169,-24.366080482137377
Linear Regression,0.17391339474588696,0.9295713148467643,-48.47576255151781,-45.6733677881935
