model,mse,r_squared,aic,bic
Basic Single-Stage,0.01430478222222223,0.7569326921472119,-123.41274416719523,-120.61034940387091
Basic Two-Stage,0.01430481585935048,0.7569321205840744,-123.41267362839872,-120.6102788650744
Weber Single-Stage,0.015030777323209206,0.7445965606374934,-121.92766491493731,-119.125270151613
Weber Two-Stage,0.015031295125665414,0.7445877621219288,-121.92663151710245,-119.12423675377813
Linear Regression,0.014304772625298029,0.7569328552184487,-123.41276429247175,-120.61036952914743
