range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,4.844054168490216,1.0496329605571268,0.5744407285504258,0.7236834218081826,0.07195000000000022
long,Bayes(range),0.0,8.296968735482162,1.0865088730906467,0.5440138081587162,0.7196280121681651,0.04146246959817601
long,Bayes(stimulus),0.0,15.908861089879625,1.1724418332021105,0.4690327330955265,0.8328164054104727,-0.11985739135751146
long,EmpiricalLinear,3.0,33.042811879967886,1.3105253912071493,0.33659916120771016,0.8510522404932369,0.14401227892889693
long,LLM(Combined),,,0.0,1.0,1.1273154453323118,0.3472019922172969
medium,Bayes(stimulus),0.0,45.351018643103124,1.5738269268657064,-0.17184662570589038,0.9944562464461163,-0.2144973023252797
medium,EmpiricalLinear,3.0,46.672446395597845,1.5018902237537364,-0.06716902606141684,1.13296856176511,0.20042000933557724
medium,Equal,0.0,49.25004241513547,1.6364028098289523,-0.26688520391992365,1.3789641532686772,0.2283400000000001
medium,Bayes(range),0.0,54.9900034088383,1.7330797603091816,-0.4209995216237594,1.1283337574081438,-0.2556076362581189
medium,LLM(Combined),,,0.0,1.0,1.1782836804535075,0.7928817347101956
short,Bayes(stimulus),0.0,13.053233604956107,1.139434784117071,-0.004993840785530335,0.814423773276905,0.5936013279954024
short,Bayes(range),0.0,14.643085713603027,1.1576948817109194,-0.037463150699213354,0.9275207754185704,0.7133526366898062
short,EmpiricalLinear,3.0,41.503167294096016,1.426225826332153,-0.5745666423507729,1.6052697681712849,1.4595132605074366
short,Equal,0.0,52.79718269066327,1.6954900717285495,-1.2252302527258037,1.9022976105226017,1.6659700000000002
short,LLM(Combined),,,0.0,1.0,1.056100404189665,0.6638618218444244
