range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,43.288620192113285,0.10406602907150149,,,0.2199297097271926,0.23017113323450586
medium,35.06653690551383,0.07211740395851764,,,0.19257393039140128,0.2016409337499561
long,34.698194610007604,0.11489792040272338,,,0.23491526579185446,0.198159724502539
