model,mse,r_squared,aic,bic
Basic Single-Stage,0.008570309104623699,0.7223881676710193,-138.7800441111915,-135.97764934786719
Basic Two-Stage,0.01097954130932184,0.6443476490984273,-131.34891633625995,-128.54652157293563
Weber Single-Stage,0.008513819555312987,0.7242179928383665,-138.9784146944649,-136.1760199311406
Weber Two-Stage,0.009469773871107225,0.6932524551908084,-135.78633970846872,-132.9839449451444
Linear Regression,0.007740002001706136,0.7492837059092324,-141.83672426523918,-139.03432950191487
