model,mse,r_squared,aic,bic
Basic Single-Stage,0.01272126007066668,0.7848770210763559,-126.93206175024761,-124.1296669869233
Basic Two-Stage,0.012721462076600656,0.7848736050532548,-126.93158540957589,-124.12919064625157
Weber Single-Stage,0.013057385852475612,0.7791929631234407,-126.14974272587472,-123.3473479625504
Weber Two-Stage,0.01305767423725169,0.7791880863901799,-126.14908020541853,-123.34668544209421
Linear Regression,0.012696751778604302,0.7852914687621592,-126.98990979485504,-124.18751503153072
