model,mse,r_squared,aic,bic
Basic Single-Stage,2.7227833915530075,0.7915255714989405,34.04965090230101,36.852045665625326
Basic Two-Stage,2.722999547149324,0.7915090211870247,34.052032438834644,36.85442720215895
Weber Single-Stage,0.8798279915488377,0.9326345098598681,0.15916845461838625,2.961563217942697
Weber Two-Stage,0.8938984340412047,0.9315571830822577,0.6351399993135902,3.437534762637901
Linear Regression,0.9130249864407731,0.9300927268596048,1.2702719170911232,4.072666680415434
