model,mse,r_squared,aic,bic
Basic Single-Stage,0.006316828239244844,0.8044859285143964,-147.93139288728827,-145.12899812396395
Basic Two-Stage,0.004458145580249656,0.8620145806316305,-158.38394315713546,-155.58154839381115
Weber Single-Stage,0.006191742888976052,0.8083574832231846,-148.53131522844143,-145.7289204651171
Weber Two-Stage,0.00422509047744283,0.8692279399797874,-159.9943385091643,-157.19194374583998
Linear Regression,0.007018318871350206,0.7827738786695323,-144.77267277575055,-141.97027801242623
