range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,21.167772568393485,0.053283499907330945,,,0.1511816618385312,0.23502816576403177
medium,12.290122074226494,0.13167176505777578,,4.999999999999978,0.08730990324535576,0.23525030686203605
long,15.80462390825361,0.0246157748308628,,,-0.1987851859878673,0.23502816576403165
