range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,-313.4291080890767,0.041823743216640404,-0.10623772569733969,0.1216459855393502,-0.03734159660700778
long,Combo_NonOracle,0.0,-311.16436515661843,0.04452770711271053,-0.2539012368046214,0.12502168471110128,-0.043793801383726676
long,Equal,0.0,-297.5421385893907,0.051025927857255626,-0.6465862610949038,0.13102400680177292,-0.05365692639900001
long,Combo_Oracle,0.0,-288.3149153679133,0.055958263887296064,-0.9803006498524081,0.11691828321974831,0.016355020496238434
long,LLM(Combined),,,0.0,1.0,0.12675596606848608,-0.023982666656000032
medium,Combo_NonOracle,0.0,-247.8790881430421,0.0838445423149981,-0.6764058329227334,0.19208276632200144,-0.12973763927978482
medium,Equal,0.0,-246.5519419843295,0.08496469855181032,-0.7214983402647941,0.19705961280790135,-0.13467
medium,EmpiricalLinear,2.0,-244.2751424985041,0.08351312907479087,-0.6631793295868498,0.1889367175538861,-0.12651101472111892
medium,Combo_Oracle,0.0,-241.78947001243878,0.08910902132540653,-0.8935331569240896,0.15076121485479432,-0.053919990423150425
medium,LLM(Combined),,,0.0,1.0,0.19780007836196628,-0.09847
short,Combo_NonOracle,0.0,-284.44362535507236,0.058167048957244956,-0.21530373002677194,0.13329508242140758,-0.05602449557564884
short,Equal,0.0,-282.9004379938673,0.05907163730020242,-0.2533973898443489,0.13685121361094194,-0.066500000002
short,EmpiricalLinear,2.0,-278.7134833101347,0.05918217779104004,-0.2580927327910467,0.13163446003424048,-0.049171687809998754
short,Combo_Oracle,0.0,-232.19225658971453,0.09808482966099655,-2.455687431618791,0.12713009803278408,0.03756496992691124
short,LLM(Combined),,,0.0,1.0,0.1294197164268258,-0.042050000000000004
