model,mse,r_squared,aic,bic
Basic Single-Stage,0.0025582158928889095,0.9312066326842202,-175.04163077743587,-172.23923601411155
Basic Two-Stage,0.002558393345440786,0.9312018607810293,-175.03955069032213,-172.23715592699781
Weber Single-Stage,0.0026380541078547867,0.9290596912695996,-174.1200415551574,-171.31764679183308
Weber Two-Stage,0.0026384384269092305,0.9290493564882576,-174.1156730459371,-171.31327828261277
Linear Regression,0.002027559558936309,0.9454765917605912,-182.01287944027803,-179.2104846769537
