range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,,0.14088066725572443,,,0.06849352152366439,0.2516731045503834
medium,,0.05666549391297567,,,0.10362060055093357,0.20927885946173475
long,,0.14159126034410047,,,0.2813688587725499,0.164419952224712
