range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,,,,,0.32156448288707623,0.3460563605442668
medium,,0.1181043914622541,,-0.8709677419354871,0.3778748684964873,0.29852474447222965
long,,0.05515518597944352,,,0.22593664999455548,0.29853386332185816
