range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,38.984044372178694,0.08829818148806112,,,0.19148289823660522,0.24718809267831113
medium,37.68152000305654,0.06277326063260134,,,0.10262986675448539,0.217956842254054
long,,0.045990451269479184,,,0.1979935400370726,0.2597594351180435
