model,mse,r_squared,aic,bic
Basic Single-Stage,0.0015218618969398538,0.9646366798557674,-190.61491662460128,-187.81252186127696
Basic Two-Stage,0.0015048114658305462,0.9650328786535217,-190.95270038398192,-188.1503056206576
Weber Single-Stage,0.001490797473973012,0.9653585200810081,-191.23320583157613,-188.4308110682518
Weber Two-Stage,0.0015055236468667166,0.9650163297892435,-190.93851508873163,-188.13612032540732
Linear Regression,0.0017480930434966326,0.9593797741678262,-186.4597365874808,-183.65734182415648
