model,mse,r_squared,aic,bic
Basic Single-Stage,3.2864254759995366,0.505606127092695,39.69402390853758,42.49641867186189
Basic Two-Stage,3.286674757331901,0.5055686264208401,39.696299375952826,42.498694139277134
Weber Single-Stage,3.2592628432557462,0.5096923415219077,39.44504064779068,42.247435411114985
Weber Two-Stage,3.259652362579445,0.5096337441283498,39.448625776840764,42.25102054016507
Linear Regression,3.2053287353212045,0.5178059265395167,38.94444899848505,41.74684376180936
