model,mse,r_squared,aic,bic
Basic Single-Stage,0.0074526575585200875,0.6807225671800983,-142.97151258840736,-140.16911782508305
Basic Two-Stage,0.008379464852934192,0.6410174483878087,-139.45555682948358,-136.65316206615927
Weber Single-Stage,0.004769273978922055,0.7956807299344951,-156.3605461340669,-153.5581513707426
Weber Two-Stage,0.0048102802563705395,0.7939239902895499,-156.10376194143907,-153.30136717811476
Linear Regression,0.004163608878523528,0.8216278765577527,-160.4339874346965,-157.63159267137218
