model,mse,r_squared,aic,bic
Basic Single-Stage,2.956875180251539,0.0098698682432804,36.52400099674687,39.32639576007118
Basic Two-Stage,2.990862309273004,-0.0015109572852400888,36.866862337774144,39.66925710109845
Weber Single-Stage,2.9717779759654364,0.004879563890125671,36.674822659094566,39.477217422418875
Weber Two-Stage,3.0142267783349252,-0.00933471155975707,37.100310123531536,39.902704886855844
Linear Regression,2.979084646752462,0.00243287457521002,36.74849270459605,39.55088746792036
