range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.473684210526316,0.5263157894736841
short,1,0.8285714285714282,0.17142857142857182
short,2,0.2647058823529411,0.7352941176470589
short,3,0.37499999999999994,0.625
short,4,0.31506849315068497,0.684931506849315
short,5,0.05660377358490557,0.9433962264150945
short,6,0.1428571428571428,0.8571428571428572
short,7,0.043795620437956095,0.9562043795620438
short,8,0.15231788079470218,0.8476821192052978
short,9,0.10280373831775698,0.897196261682243
medium,0,0.5666666666666663,0.4333333333333337
medium,1,0.4096385542168682,0.5903614457831319
medium,2,0.36551724137931024,0.6344827586206898
medium,3,0.6716981132075466,0.3283018867924534
medium,4,0.17948717948717988,0.8205128205128202
medium,5,0.29411764705882393,0.7058823529411761
medium,6,0.13114754098360656,0.8688524590163934
medium,7,0.07005649717514137,0.9299435028248586
medium,8,0.45652173913043476,0.5434782608695652
medium,9,0.05128205128205138,0.9487179487179487
long,0,0.7457627118644063,0.25423728813559365
long,1,0.6732026143790842,0.32679738562091576
long,2,0.9993634627625716,0.0006365372374284028
long,3,0.4777070063694267,0.5222929936305734
long,4,0.5833333333333326,0.4166666666666674
long,5,0.1428571428571426,0.8571428571428574
long,6,0.03703703703703682,0.9629629629629631
long,7,0.000261028452101279,0.9997389715478987
long,8,0.06642066420664214,0.9335793357933578
long,9,0.0016103059581320423,0.998389694041868
