range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,51.93591062443612,0.14500204241033773,,,0.1787475792389634,0.23521755130669833
medium,49.85652280374656,0.04507610514162055,,-1.1951219512195124,0.26250509261149996,0.23520721737985426
long,47.38686573679065,0.03578825617936627,,,0.15512991175068527,0.23521755130669839
