model,mse,r_squared,aic,bic
Basic Single-Stage,0.004551293333333354,0.8891970472628163,-157.76372431086043,-154.9613295475361
Basic Two-Stage,0.004551366232390246,0.8891952725077821,-157.7632439037258,-154.96084914040148
Weber Single-Stage,0.004430002747749139,0.8921499123140588,-158.57388099936676,-155.77148623604245
Weber Two-Stage,0.004430351880049006,0.892141412556542,-158.5715173004535,-155.7691225371292
Linear Regression,0.004368079789593766,0.893657450084825,-158.99608599536668,-156.19369123204237
