range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.8677927427844815,0.13220725721551851
short,1,0.9185691570545034,0.08143084294549663
short,2,0.7782550975080215,0.22174490249197853
short,3,0.25982946470866897,0.740170535291331
short,4,0.4595246215869988,0.5404753784130012
short,5,0.5830412303414381,0.41695876965856193
short,6,0.3766030208036479,0.6233969791963521
short,7,0.9202786046147916,0.0797213953852084
short,8,0.84832970963847,0.15167029036153
short,9,0.6955784608600047,0.30442153913999526
medium,0,0.35983211633505136,0.6401678836649487
medium,1,0.742159545358872,0.25784045464112804
medium,2,0.7331494569901742,0.2668505430098258
medium,3,0.6915501280283635,0.30844987197163654
medium,4,0.5109093488438078,0.4890906511561922
medium,5,0.3988249760896297,0.6011750239103704
medium,6,0.16846857208580115,0.8315314279141989
medium,7,0.7534227480077148,0.2465772519922852
medium,8,0.7548738532110092,0.2451261467889908
medium,9,0.9423625485595466,0.0576374514404534
long,0,0.792663035966052,0.20733696403394797
long,1,0.5766478980568139,0.42335210194318607
long,2,0.8446123942501017,0.1553876057498983
long,3,0.3174978503869301,0.6825021496130699
long,4,0.4012645293140892,0.5987354706859108
long,5,0.32622156091005095,0.673778439089949
long,6,0.4664959453691849,0.5335040546308152
long,7,0.9032000911057968,0.0967999088942032
long,8,0.2472688515853983,0.7527311484146018
long,9,0.8153069958106223,0.18469300418937773
