scope,model,aic,weight,r2,mse,k,gain,w_p,delta_aic
overall,Linear_weber,-128.8287550282044,0.4333917042186132,0.3918082992845473,0.035819466432081934,3,,,0.0
overall,StaticGain_weber,-126.82875502820912,0.15943589795665855,0.39180832959693535,0.035819464646833034,4,0.8779235399003454,0.0,1.999999999995282
overall,SeqGain_weber,-126.60575639475084,0.14261413564693115,0.3908539854543439,0.035875670770560135,4,0.8796795699392952,0.009900990099009901,2.2229986334535567
overall,Static_weber,-126.52476080613661,0.13695396352867162,0.42657203872800187,0.03377205507052663,3,,0.0,2.303994222067786
overall,Seq_weber,-126.38333924503542,0.1276042983112879,0.42499115148415756,0.033865161466909835,3,,0.009900990099009901,2.4454157831689827
overall,Linear_basic,-85.83506169533226,1.999487569088116e-10,0.46103906216937074,0.031742118805826586,3,,,42.99369333287214
overall,StaticGain_basic,-83.83506169532997,7.355703695445403e-11,0.46103906216936874,0.031742118805826704,4,0.7826445197958476,0.0,44.99369333287443
overall,SeqGain_basic,-83.46648569607292,6.117711114315437e-11,0.4597131133519925,0.031820210596784713,4,0.7836802596641573,0.009900990099009901,45.362269332131476
overall,Static_basic,-76.25129915242208,1.6589416632859445e-12,0.4254800359373865,0.033836368603999994,3,,0.0,52.57745587578232
overall,Seq_basic,-76.04419013260433,1.4957463856910262e-12,0.4246862329401413,0.03388311965269083,3,,0.009900990099009901,52.78456489560007
range:long,Linear_basic,-3.4414470706389473,0.5019538809593211,0.4043443571620544,0.048475051869794845,3,,,0.0
range:long,StaticGain_basic,-1.4414470706389526,0.18465851322115223,0.4043443571620552,0.04847505186979478,4,1.5929960237269551,0.04997110670879478,1.9999999999999947
range:long,SeqGain_basic,-1.2336458897505285,0.16643546795267491,0.4018636468677549,0.04867693455425524,4,1.5196936017541145,0.009900990099009901,2.207801180888419
range:long,Static_basic,0.31940454964508813,0.07656058856382265,0.3578128629041175,0.05226183140400001,3,,0.0,3.7608516202840354
range:long,Seq_basic,0.5481958046692572,0.0682847735733187,0.3548675935032063,0.05250152037311556,3,,0.009900990099009901,3.9896428753082045
range:long,Linear_weber,8.807961463271681,0.001098344425052091,0.34830100087833105,0.053035916247520534,3,,,12.249408533910628
range:long,StaticGain_weber,10.807961463271326,0.0004040583333020041,0.34830102114679307,0.05303591459805283,4,3.3810188048223018,0.4006959272321583,14.249408533910273
range:long,SeqGain_weber,11.002238874112791,0.00036665470669384445,0.345632950829311,0.05325304482855984,4,2.0290494409473547,0.009900990099009901,14.443685944751739
range:long,Static_weber,13.184735221534623,0.00012312158680998143,0.1585443240057065,0.0684785043680916,3,,0.0,16.62618229217357
range:long,Seq_weber,13.328242347493784,0.0001145966778523177,0.15629690839112775,0.06866140129822162,3,,0.009900990099009901,16.76968941813273
range:medium,Static_weber,-35.26439376407333,0.26092629488855895,0.2584739581965233,0.03264956958685712,3,,0.10836186626449677,0.0
range:medium,Linear_weber,-35.26439376407326,0.2609262948885497,0.25847394099633836,0.03264957034418539,3,,,7.105427357601002e-14
range:medium,Seq_weber,-35.224478405592066,0.2557704322504839,0.27052097045702383,0.03211913674574434,3,,0.06821660410090026,0.039915358481266594
range:medium,SeqGain_weber,-33.31659504601126,0.09852778733794405,0.25849593112114366,0.03264860211371259,4,0.9188089790044845,0.04289305869388552,1.9477987180620744
range:medium,StaticGain_weber,-33.26439376407342,0.09598941955054212,0.2584739596064175,0.03264956952477914,4,2.254440378239262,0.6044969092910341,1.9999999999999147
range:medium,Static_basic,-28.344316192728165,0.008200533283314677,0.33094217115421676,0.02945877677795877,3,,0.1943341557919351,6.920077571345168
range:medium,Linear_basic,-28.34431619272805,0.008200533283314208,0.330942171154216,0.0294587767779588,3,,,6.920077571345281
range:medium,Seq_basic,-27.50875200472339,0.00540009795220932,0.3196674104495638,0.029955207197727204,3,,0.10293517794487778,7.755641759349942
range:medium,SeqGain_basic,-26.360816028729893,0.003041798963509429,0.3311629216177885,0.029449057082067593,4,0.818338457087122,0.02111352097923979,8.90357773534344
range:medium,StaticGain_basic,-26.3443161927283,0.0030168076015738192,0.3309421711542182,0.029458776777958703,4,1.254602827611458,0.35783193628126514,8.920077571345033
range:short,Linear_weber,-125.77081965459641,0.2819784163712288,0.5619808188864825,0.007532177838428045,3,,,0.0
range:short,Seq_weber,-125.41708945499488,0.23626768731600442,0.5541080389636595,0.007667558161980912,3,,0.025797508099677156,0.35373019960152874
range:short,Static_weber,-125.3085509672639,0.2237873312138537,0.5578424970210887,0.0076033404212253585,3,,0.0,0.4622686873325108
range:short,SeqGain_weber,-124.56407249014202,0.15423184357704675,0.5538056749551059,0.0076727576134719986,4,1.12462230349343,0.08524712458600128,1.2067471644543843
range:short,StaticGain_weber,-123.77081965459683,0.10373406223707803,0.5619808245833584,0.007532177740464568,4,1.5735157326108398,0.324401442442421,1.9999999999995737
range:short,Static_basic,-97.55073546817876,2.100402113642126e-07,0.5707918567966608,0.00738066323052462,3,,0.17345422732557492,28.22008418641765
range:short,Linear_basic,-97.55073546817826,2.1004021136416037e-07,0.5707918567966546,0.007380663230524728,3,,,28.22008418641815
range:short,Seq_basic,-95.75419137323932,8.554366502315376e-08,0.5550896214101209,0.007650678870231561,3,,0.11051494100098738,30.016628281357086
range:short,StaticGain_basic,-95.5507354681722,7.726947557994505e-08,0.570791856796615,0.007380663230525409,4,1.5948284464553526,0.4817336416846802,30.220084186424202
range:short,SeqGain_basic,-95.52787315137854,7.639122523822937e-08,0.5705955580707811,0.007384038783414848,4,0.8324019919111706,0.009900990099009901,30.242946503217865
