range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,39.77773557498852,0.19689355076680048,,,0.23830588063869215,0.23502816576403177
medium,18.303911957021352,0.12285950008130675,,-0.6643757457463829,-0.19818082288498978,0.23525030686203605
long,41.78442299385528,0.17839120694690158,,,0.17807368376982213,0.23502816576403165
