model,mse,r_squared,aic,bic
Basic Single-Stage,0.003833829477721137,0.9116760055723174,-162.90890929675265,-160.10651453342834
Basic Two-Stage,0.004096412234559375,0.9056266082043437,-160.9219900052373,-158.11959524191298
Weber Single-Stage,0.004620303084630023,0.8935571792453233,-157.3123568212317,-154.5099620579074
Weber Two-Stage,0.004621433213668277,0.8935311432644698,-157.30502128715275,-154.50262652382844
Linear Regression,0.003945458892758615,0.9091042803849999,-162.0480975498829,-159.24570278655858
