model,mse,r_squared,aic,bic
Basic Single-Stage,0.025094701977209435,0.370806478537687,-106.55176050424109,-103.74936574091677
Basic Two-Stage,0.025965184406205797,0.34898107868361816,-105.52880561707711,-102.7264108537528
Weber Single-Stage,0.026746593073591104,0.32938900416606265,-104.63932364737329,-101.83692888404897
Weber Two-Stage,0.02689469453376442,0.3256756913184031,-104.47367179073997,-101.67127702741566
Linear Regression,0.020709213683855747,0.4807627882453266,-112.31384857162364,-109.51145380829932
