model,mse,r_squared,aic,bic
Basic Single-Stage,0.00638940121816958,0.8144228336376784,-147.58874672353588,-144.78635196021156
Basic Two-Stage,0.006991838068964849,0.796925337414573,-144.88606360069093,-142.08366883736662
Weber Single-Stage,0.007068182929363043,0.7947079366949665,-144.56031123326125,-141.75791646993693
Weber Two-Stage,0.007335614878515636,0.7869405009644697,-143.44633192846504,-140.64393716514073
Linear Regression,0.005355384838158011,0.8444553551874434,-152.88398005849652,-150.0815852951722
