model,mse,r_squared,aic,bic
Basic Single-Stage,0.017029946655659416,0.2780147822028708,-118.18169594963268,-115.37930118630837
Basic Two-Stage,0.017057423625797694,0.27684989503846513,-118.13333428874806,-115.33093952542374
Weber Single-Stage,0.014079446378729269,0.40310135047711637,-123.88904677160066,-121.08665200827635
Weber Two-Stage,0.014080375571157547,0.4030619573297818,-123.8870670862729,-121.08467232294859
Linear Regression,0.00899968708482536,0.6184579334613275,-137.31363085404513,-134.51123609072081
