range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-202.69171232815864,0.1240690363785148,-0.16933143532633066,0.24643890421111728,-0.21045878353287648
long,Equal,0.0,-175.39481704680753,0.17308920691366056,-1.2758874593209986,0.2904486618147861,-0.23251300000000005
long,Bayes(range),0.0,-174.48924036269497,0.17466378114229944,-1.317482812489561,0.2904286451267597,-0.23311578804254426
long,Bayes(stimulus),0.0,-161.31306262878692,0.19926281916336772,-2.01622230720455,0.3070026075908242,-0.22665209247120438
long,LLM(Combined),,,0.0,1.0,0.23637957399064752,-0.17665
medium,EmpiricalLinear,3.0,-198.68536460471833,0.12914058703389128,0.060336890164498835,0.16998880059146276,-0.05022420135138292
medium,Bayes(range),0.0,-172.0435373488206,0.1789882042238021,-0.8050759769610756,0.23241859359593336,-0.045015467518231274
medium,Equal,0.0,-171.5494246119646,0.1798747963167714,-0.8230026295683603,0.23256330783251258,-0.04539500000000001
medium,Bayes(stimulus),0.0,-160.73434050840024,0.20041934047007331,-1.2632155690764097,0.2606148323480976,-0.021576426482654235
medium,LLM(Combined),,,0.0,1.0,0.1791515308335377,-0.057270000000000015
short,Equal,0.0,-193.51474271931522,0.14440297832494128,0.23495946820802716,0.17571993123630986,0.12978919202222225
short,Bayes(range),0.0,-190.39587880459254,0.14897767923230043,0.18571852920044363,0.16306247449970757,0.11303017085161184
short,EmpiricalLinear,3.0,-181.0890609693707,0.1539864588908369,0.1300441613722667,0.21388031432081409,0.1829129848842612
short,Bayes(stimulus),0.0,-164.97653752846367,0.19209497355976476,-0.35383003698684345,0.18753675591699867,0.09858825532182086
short,LLM(Combined),,,0.0,1.0,0.24031392593855233,0.15615
