model,scope,k,aic,rmse_to_llm,r2_to_llm,r2_to_truth,rmse_vs_truth,bias_vs_truth,aic_weight,base,LLM_model,w_img,rebased_RMSE
Combo_NonOracle,overall,0.0,-782.7537410069767,0.072317407861815,0.8794778101317313,0.8251794878481661,0.0880685951706697,-0.0615228322645353,0.0573204674790978,base_4,openai_gpt-4o-2024-08-06,0.6737011296025008,1.0733795043011247
Combo_Oracle,overall,0.0,-726.7722214611202,0.0872626312164348,0.8245158403193147,0.9100815099501044,0.0631610552593951,-1.549841537731762e-16,4.0001585928035967e-14,base_4,openai_gpt-4o-2024-08-06,0.6810150623131684,0.7698065587861689
LLM(Combined),overall,,,0.0,1.0,0.8482649921565902,0.0820479567736958,-0.0528191946308724,,base_4,openai_gpt-4o-2024-08-06,,1.0
Equal,overall,0.0,-609.1412987438162,0.1312736772294176,0.7690191766276693,0.7854462080499576,0.0975240495467656,0.0128493333333333,0.7895047063557102,base_4,qwen_qwen2.5-vl-32b-instruct,0.5,0.6289318610184932
EmpiricalLinear,overall,2.0,-605.3361735926237,0.1311884317927212,0.7693190641372775,0.7880410694491592,0.0969325167736289,0.0135463020196404,0.1177829141194212,base_4,qwen_qwen2.5-vl-32b-instruct,0.4802109969816276,0.6251170706197013
Combo_NonOracle,overall,0.0,-604.8574910901964,0.1331616284608548,0.762327563354085,0.7661820347523406,0.101808155120104,0.0101810306610072,0.0927123758571709,base_4,qwen_qwen2.5-vl-32b-instruct,0.5757610071642834,0.6565600255949381
Combo_Oracle,overall,0.0,-570.7665942704627,0.1491869122957613,0.7016802032543483,0.8425866909542775,0.0835342068604183,2.368475785867001e-17,3.667697628986393e-09,base_4,qwen_qwen2.5-vl-32b-instruct,0.859875086500698,0.5387114708996318
LLM(Combined),overall,,,0.0,1.0,0.4575883583154678,0.1550629815268621,0.0026393333333333,,base_4,qwen_qwen2.5-vl-32b-instruct,,1.0
Combo_NonOracle,overall,0.0,-894.7210417005355,0.0506709012735046,0.9514470346696356,0.9798057576933288,0.0299197121291379,-0.0160047524337422,0.8685884730673791,base_4,GPT-5 Mini,0.26864331758662086,0.5074120745791451
EmpiricalLinear,overall,2.0,-890.8855500876576,0.0506431229296657,0.9515002546140078,0.9788152149300836,0.0306447201928634,-0.0161172599404755,0.1276284926827945,base_4,GPT-5 Mini,0.2934081372727759,0.5197075754219923
Equal,overall,0.0,-883.8483554363579,0.0525410145443629,0.9477970061934816,0.9656046260842625,0.0390475371459905,-0.0170558145385456,0.0037830339396015,base_4,GPT-5 Mini,0.5,0.662211980681385
Combo_Oracle,overall,0.0,-851.2153649633934,0.0585786753781746,0.9351100267919852,0.9884380730581392,0.0226390781985272,-2.3055631478049084e-16,3.102247136700201e-10,base_4,GPT-5 Mini,0.10293255617768252,0.38393890909421574
LLM(Combined),overall,,,0.0,1.0,0.9215657103496772,0.0589653136535108,-0.0305633219133333,,base_4,GPT-5 Mini,,1.0
Combo_NonOracle,overall,0.0,-430.3531796636605,0.2382319264592652,0.0001021507923177,0.1451111403044122,0.1946697441245915,-0.0629241025538829,0.847994039257724,base_4,microsoft_phi-4-multimodal-instruct,0.22577225973164025,0.7656234545156403
EmpiricalLinear,overall,2.0,-426.8179603324588,0.2378631269041694,0.0031955770422175,0.1412428263834417,0.1951096806886794,-0.0613391175436765,0.1447870353386635,base_4,microsoft_phi-4-multimodal-instruct,0.2737759540795111,0.7673536964362807
Equal,overall,0.0,-420.8203972155015,0.2459235269603979,-0.0655059182533028,0.0163787508419587,0.2088130227931081,-0.0538696565656565,0.0072173105427906,base_4,microsoft_phi-4-multimodal-instruct,0.5,0.8212480505259823
Combo_Oracle,overall,0.0,-404.0104194414628,0.2600968029697886,-0.1918613508466831,0.2858766572115112,0.1779222425409953,2.3684757858670006e-16,1.6148608217422233e-06,base_4,microsoft_phi-4-multimodal-instruct,0.1375070732669052,0.6997566189958246
LLM(Combined),overall,,,0.0,1.0,-0.4584085406322948,0.2542630361915261,-0.1395273333333333,,base_4,microsoft_phi-4-multimodal-instruct,,1.0
EmpiricalLinear,overall,2.0,-737.7369403638846,0.0843773339999973,0.8781866122962382,0.7416826754705275,0.1070090223121623,-0.0802978198934114,0.971039485924985,base_4,mistralai_mistral-small-3.2-24b-instruct,0.3830920480476229,0.8813519457539323
Combo_NonOracle,overall,0.0,-729.5007643637383,0.0878900027944679,0.8678331986589456,0.732226511444787,0.1089500458873901,-0.0813062416558827,0.0158042538152022,base_4,mistralai_mistral-small-3.2-24b-instruct,0.2679691504564486,0.8973386809638926
Equal,overall,0.0,-729.1340015199743,0.0879975177931463,0.8675096441147437,0.7233459336182587,0.1107419478816055,-0.0792737619047618,0.0131562602598127,base_4,mistralai_mistral-small-3.2-24b-instruct,0.5,0.9120972151050142
Combo_Oracle,overall,0.0,-615.2409994278273,0.1286315283180895,0.7169010345670233,0.8743767070734323,0.0746240328891242,-2.3092638912203257e-16,2.441075928726056e-27,base_4,mistralai_mistral-small-3.2-24b-instruct,0.5190616236657994,0.6146214138371754
LLM(Combined),overall,,,0.0,1.0,0.6674516490069098,0.1214146321769607,-0.082794,,base_4,mistralai_mistral-small-3.2-24b-instruct,,1.0
Equal,overall,0.0,-758.639382420382,0.0797548326644431,0.836941772483023,0.8853403531685731,0.0712933347048189,0.0217726666666666,0.8095509923920099,base_4,anthropic_claude-3.7-sonnet,0.5,0.8924526789911263
EmpiricalLinear,overall,2.0,-754.7670250754952,0.0797209061537348,0.837080468030438,0.8829831807726195,0.0720224305743571,0.0218610689719681,0.1167810823558697,base_4,anthropic_claude-3.7-sonnet,0.5167852478420507,0.9015795288531059
Combo_Oracle,overall,0.0,-753.8426181958621,0.081040299171547,0.8316431575093214,0.9002168728254892,0.0665077390976587,-6.217248937900877e-17,0.0735597242676435,base_4,anthropic_claude-3.7-sonnet,0.34988624507329635,0.8325464109246726
Combo_NonOracle,overall,0.0,-740.7988932653408,0.0846415799544627,0.8163477625477735,0.8950502606344798,0.068207842329324,0.0207802297603255,0.000108200984477,base_4,anthropic_claude-3.7-sonnet,0.3115626127200262,0.8538283679258876
LLM(Combined),overall,,,0.0,1.0,0.8560405414222412,0.0798847226111893,-0.0012606666666666,,base_4,anthropic_claude-3.7-sonnet,,1.0
EmpiricalLinear,overall,2.0,-678.7560452194994,0.1027092103369239,0.1587343697107698,0.1671358464123157,0.1921457197027644,-0.0215915524462417,0.8925828601057005,base_4,gemma-3-4b-it,0.6293320143586909,0.938239577743508
Equal,overall,0.0,-674.4687218383515,0.1055860442845874,0.1109475050829844,0.1935613488276492,0.1890729047927755,-0.0260723322222221,0.1046328608149983,base_4,gemma-3-4b-it,0.5,0.9232351500201541
Combo_Oracle,overall,0.0,-667.1609762010811,0.1081896124175566,0.0665619595270875,0.1656124192367268,0.1923213703628632,5.9211894646675e-17,0.0027090142967496,base_4,gemma-3-4b-it,0.34358696351546125,0.9390972726295372
Combo_NonOracle,overall,0.0,-659.9943206223431,0.1108052560209501,0.0208818777428686,0.1959822859895716,0.1887888920735594,-0.0292019391263218,7.526478255148862e-05,base_4,gemma-3-4b-it,0.4096678736081137,0.9218483276950806
LLM(Combined),overall,,,0.0,1.0,0.0538790203200111,0.2047938759574395,-0.0179273332666666,,base_4,gemma-3-4b-it,,1.0
Equal,overall,0.0,-684.9088053995494,0.1019748207687549,0.7461906933263974,0.7092103695763252,0.1135358686219017,-0.078486037037037,0.5992464135731818,base_3,google_gemini-2.5-flash-lite,0.5,0.7972371268124303
Combo_NonOracle,overall,0.0,-683.5124660244668,0.1024505652695746,0.7438169691949246,0.7239664551186078,0.1106176837844508,-0.0767041180201575,0.2981221199038895,base_3,google_gemini-2.5-flash-lite,0.4615545308521083,0.7767459347023437
EmpiricalLinear,overall,2.0,-681.3797487766207,0.1018148651301053,0.7469863091197448,0.6929254394522879,0.116671706114221,-0.0802753436488293,0.1026314665229286,base_3,google_gemini-2.5-flash-lite,0.5386048588561833,0.8192566533538872
Combo_Oracle,overall,0.0,-591.9919531885081,0.1389965021364232,0.5284482248984734,0.8772119841973414,0.0737771067515805,2.0872192862952942e-16,3.989949031698061e-21,base_3,google_gemini-2.5-flash-lite,0.1664888468318789,0.5180552130801922
LLM(Combined),overall,,,0.0,1.0,0.542486530113484,0.1424116674995416,-0.0868673333333333,,base_3,google_gemini-2.5-flash-lite,,1.0
Combo_NonOracle,overall,0.0,-762.5955873530759,0.0631004428941253,0.8294536524756981,0.5095744910855878,0.1485290534063305,-0.0954487590652066,0.6017167941378049,base_3,meta-llama_llama-4-maverick,0.1387733886503708,1.025444855397891
EmpiricalLinear,overall,2.0,-761.7703402166158,0.0623787742137188,0.8333323620841763,0.4873191450200623,0.1518617630306602,-0.0993596538412439,0.398283205862195,base_3,meta-llama_llama-4-maverick,0.07228185353456076,1.0484538887178212
Equal,overall,0.0,-672.6943899257249,0.087396633594391,0.6728348643995015,0.5601306927574466,0.1406652159173227,-0.0742021557971014,1.80965235941342e-20,base_3,meta-llama_llama-4-maverick,0.5,0.9711529070426582
Combo_Oracle,overall,0.0,-572.5024303914711,0.125646336963342,0.3237967222247239,0.7734093787334666,0.1009591888541869,-2.0595441616234786e-16,3.170936718234017e-42,base_3,meta-llama_llama-4-maverick,0.19916198066933574,0.6970224238381738
LLM(Combined),overall,,,0.0,1.0,0.5336108588911476,0.1448435307120426,-0.105563115942029,,base_3,meta-llama_llama-4-maverick,,1.0
EmpiricalLinear,overall,2.0,-770.9940836171485,0.0716448289619989,0.8191741154210548,0.8934416741519001,0.0686087010048707,-0.0333174736755629,0.6570535357798098,base_3,openai_gpt-4o-2024-08-06,0.6411464446112947,0.8742302245668568
Combo_Oracle,overall,0.0,-769.5279262574018,0.072989336332622,0.812323572703392,0.9161165679384644,0.0608728447564537,1.6011379674866204e-16,0.3156666717106206,base_3,openai_gpt-4o-2024-08-06,0.6756527495065702,0.7756578970600236
Equal,overall,0.0,-764.6308445971486,0.0742152825452096,0.8059661110205413,0.8635999439085471,0.0776234206319989,-0.0456135374149659,0.0272797860545701,base_3,openai_gpt-4o-2024-08-06,0.5,0.9890981676790876
Combo_NonOracle,overall,0.0,-734.1172413568665,0.0823318358161956,0.761204303129795,0.8114533501383079,0.0912630360812962,-0.0590776418225515,6.454999379640728e-09,base_3,openai_gpt-4o-2024-08-06,0.3454456233082086,1.1628977572733903
LLM(Combined),overall,,,0.0,1.0,0.8605765727240845,0.0784789853712314,-0.029130544217687,,base_3,openai_gpt-4o-2024-08-06,,1.0
Combo_NonOracle,overall,0.0,-704.5078510416675,0.0955257433901114,0.8074990412582961,0.8214025289531551,0.0889777217708144,-0.0208195861199374,0.8735408600179722,base_3,qwen_qwen2.5-vl-32b-instruct,0.31971563939127984,0.7762048194320309
EmpiricalLinear,overall,2.0,-700.6385178376557,0.0954841456404283,0.8076666581312053,0.8158408919553085,0.0903525118315551,-0.0217193457784546,0.1262025686656316,base_3,qwen_qwen2.5-vl-32b-instruct,0.30256647182106733,0.7881979189362285
Equal,overall,0.0,-688.2420439832247,0.1008480705483914,0.78545063582045,0.8581772573589459,0.0792896624619712,-0.0113606666666666,0.0002565713145991,base_3,qwen_qwen2.5-vl-32b-instruct,0.5,0.6916901996282447
Combo_Oracle,overall,0.0,-650.6884961830984,0.114296234357027,0.7244148009368795,0.8720114004731772,0.0753232885482512,-1.1546319456101628e-16,1.7970443966799348e-12,base_3,qwen_qwen2.5-vl-32b-instruct,0.7983005232908189,0.6570891951719945
LLM(Combined),overall,,,0.0,1.0,0.7035696716406807,0.1146317563912083,-0.0680273333333333,,base_3,qwen_qwen2.5-vl-32b-instruct,,1.0
Equal,overall,0.0,-938.6804977439484,0.043764381826229,0.952811028632132,0.9390154385999934,0.0519940421068615,-0.020428753150351,0.879464087722459,base_3,GPT-5 Mini,0.5,0.7408214361616142
EmpiricalLinear,overall,2.0,-934.7057677512254,0.0437606955606585,0.9528189777335369,0.940248872138314,0.0514655576516165,-0.0203218397854509,0.1205359121144367,base_3,GPT-5 Mini,0.49370992785864526,0.7332914847045024
Combo_NonOracle,overall,0.0,-893.8641195955254,0.0508158449019495,0.9363794798429422,0.9809561034875168,0.029055043874501,-0.0154599452389638,1.6310423802021522e-10,base_3,GPT-5 Mini,0.20766835139492124,0.4139820344532514
Combo_Oracle,overall,0.0,-805.909179956345,0.0681282082659469,0.8856456081608824,0.9951657272234706,0.0146389256561158,9.251858538542969e-18,1.29805404530069e-29,base_3,GPT-5 Mini,0.011305876903296777,0.2085783195339538
LLM(Combined),overall,,,0.0,1.0,0.8888798487631282,0.0701843110483627,-0.0361685333333333,,base_3,GPT-5 Mini,,1.0
EmpiricalLinear,overall,2.0,-565.8464851475708,0.1496451754868568,0.427823240481584,0.1109065083831474,0.1985259782647825,-0.0984233201747197,0.9115885764615098,base_3,microsoft_phi-4-multimodal-instruct,0.19938686859530722,0.9086608545512774
Combo_NonOracle,overall,0.0,-561.1801096006626,0.1540311590784404,0.3937916124750027,0.0985611671981996,0.1998995243205878,-0.1077055399567015,0.0884114063592473,base_3,microsoft_phi-4-multimodal-instruct,0.06595773900285239,0.9149476264072456
Equal,overall,0.0,-530.2724901534624,0.1707465531618915,0.2550816633887808,-0.0814856382544855,0.2189545666114319,-0.0775106666666666,1.7179242556357153e-08,base_3,microsoft_phi-4-multimodal-instruct,0.5,1.0021632702380794
Combo_Oracle,overall,0.0,-493.3842532227742,0.1930870457658803,0.0473989633200536,0.3575828333046826,0.1687532703630418,7.105427357601002e-17,1.6781282115924667e-16,base_3,microsoft_phi-4-multimodal-instruct,0.035263538129170914,0.7723900529123143
LLM(Combined),overall,,,0.0,1.0,-0.0768216863991759,0.2184819311522122,-0.1111939999999999,,base_3,microsoft_phi-4-multimodal-instruct,,1.0
EmpiricalLinear,overall,2.0,-775.3030422296364,0.0744463306233805,0.8897663773341188,0.7557014910763525,0.1040648439505698,-0.0685332866200431,0.7970814210020394,base_3,mistralai_mistral-small-3.2-24b-instruct,0.38272319637376284,0.9447998701956718
Combo_NonOracle,overall,0.0,-771.984027425447,0.0762849131047897,0.8842543179599376,0.7298977901166412,0.1094227683160471,-0.0750630977533599,0.1516309231285082,base_3,mistralai_mistral-small-3.2-24b-instruct,0.2800893270408286,0.9934442159021399
Equal,overall,0.0,-769.8160287575818,0.076838195188304,0.882569260052578,0.7698801019217598,0.1009998469531406,-0.0610718571428571,0.0512876558694525,base_3,mistralai_mistral-small-3.2-24b-instruct,0.5,0.9169729052439276
Combo_Oracle,overall,0.0,-649.4498991394727,0.1147690997614259,0.7380143904816694,0.8528950121071117,0.0807527513998631,-5.625129991434127e-17,3.7397269946967206e-28,base_3,mistralai_mistral-small-3.2-24b-instruct,0.4320613625332233,0.733150467959898
LLM(Combined),overall,,,0.0,1.0,0.7263211940398032,0.1101448541996704,-0.0807606666666666,,base_3,mistralai_mistral-small-3.2-24b-instruct,,1.0
EmpiricalLinear,overall,2.0,-881.4974869512721,0.0522529834617622,0.9340733406227344,0.9124132875246171,0.062310716046186,0.0026950675832671,0.9958954639023536,base_3,anthropic_claude-3.7-sonnet,0.26084555640042156,0.9160573188646327
Combo_NonOracle,overall,0.0,-870.5142517844096,0.0549289815439179,0.9271479161363958,0.923070489782089,0.0583969429903765,-0.0014370689397633,0.0041042569383687,base_3,anthropic_claude-3.7-sonnet,0.13486578435681004,0.8585192149935099
Combo_Oracle,overall,0.0,-851.3209049621286,0.0585580710249357,0.9172034178127372,0.923152396218614,0.0583658472554609,3.5083047578154953e-16,2.789023887647653e-07,base_3,anthropic_claude-3.7-sonnet,0.0683910833763872,0.8580620628796777
Equal,overall,0.0,-837.3409585489993,0.0613514466007118,0.9091157766705596,0.8565821290368361,0.0797343144867168,0.0105393333333333,2.5688896069164986e-10,base_3,anthropic_claude-3.7-sonnet,0.5,1.1722093242528553
LLM(Combined),overall,,,0.0,1.0,0.8956258557287903,0.0680205427793692,-0.0086606666666666,,base_3,anthropic_claude-3.7-sonnet,,1.0
Combo_Oracle,overall,0.0,-587.0056689211062,0.1413260618247003,0.064899971566357,0.2283912712228749,0.184944829881901,0.0,0.5025720443240232,base_3,gemma-3-4b-it,0.0939716494582457,0.7895063088586936
EmpiricalLinear,overall,2.0,-586.8559638809429,0.1395238283686805,0.0885972713082445,0.1600879177295414,0.1929570023201882,-0.0505660845202499,0.4663267092863115,base_3,gemma-3-4b-it,0.024180149300392237,0.8237092692319617
Combo_NonOracle,overall,0.0,-581.4406867086556,0.1439721181105086,0.0295563022566263,0.1214001489488746,0.1973509366011978,-0.0474163263291185,0.0311012463896652,base_3,gemma-3-4b-it,0.15275337009222031,0.842466424205057
Equal,overall,0.0,-495.5908926064202,0.1916720113312786,-0.720009938466867,-0.2674228925901423,0.237030592874672,-0.0389095555555555,7.091398125964976e-21,base_3,gemma-3-4b-it,0.5,1.0118539057651355
LLM(Combined),overall,,,0.0,1.0,-0.2379010246409778,0.2342537707510613,-0.0514297777999999,,base_3,gemma-3-4b-it,,1.0
Equal,overall,0.0,-706.1150475751049,0.0950153496371331,0.8376820101054729,0.7885278388699671,0.0968211487227867,-0.026054,0.663895318604215,base_2,google_gemini-2.5-flash-lite,0.5,0.7458799976714051
Combo_NonOracle,overall,0.0,-704.1128811003776,0.0956515922069747,0.8355009017638179,0.8240974942146626,0.0883038506656925,-0.0237692355328682,0.2439690192585196,base_2,google_gemini-2.5-flash-lite,0.4103310648692425,0.6802653841412422
EmpiricalLinear,overall,2.0,-702.1653227651373,0.0949994279220841,0.8377364047745461,0.7937649645134255,0.0956147408023044,-0.025745703907314,0.0921356621372651,base_2,google_gemini-2.5-flash-lite,0.4879004673200183,0.7365862065029438
Combo_Oracle,overall,0.0,-635.7609770494439,0.1201273009954569,0.7405446960329694,0.9093392867290476,0.0633947356123636,2.1464311809419693e-17,3.506770156218377e-16,base_2,google_gemini-2.5-flash-lite,0.02868603817351306,0.4883733138336613
LLM(Combined),overall,,,0.0,1.0,0.6198847601698416,0.1298079436706398,-0.046794,,base_2,google_gemini-2.5-flash-lite,,1.0
Combo_NonOracle,overall,0.0,-729.512666468435,0.0711359933182656,0.8288855580731218,0.6395328710549426,0.1280131267209534,-0.0724268052695555,0.8050328615185113,base_2,meta-llama_llama-4-maverick,0.20570311432365115,1.187996267966983
EmpiricalLinear,overall,2.0,-726.6765620556893,0.0708366435343883,0.8303226728740525,0.6272575039540668,0.1301745623280926,-0.0750628752048701,0.1949671127886891,base_2,meta-llama_llama-4-maverick,0.14567379896500296,1.2080549721054237
Equal,overall,0.0,-694.9923007273966,0.0806135889576793,0.7802522798943152,0.6726605835747825,0.1219890427842611,-0.0595033333333333,2.56927997118385e-08,base_2,meta-llama_llama-4-maverick,0.5,1.132091147781063
Combo_Oracle,overall,0.0,-651.2020901362052,0.0944742599687188,0.6981891404742386,0.8545060210259641,0.0813287658831719,1.8342815189459108e-16,7.959540938442513e-18,base_2,meta-llama_llama-4-maverick,0.3031105400049473,0.7547528352946171
LLM(Combined),overall,,,0.0,1.0,0.7445914010129078,0.1077554956801524,-0.066097536231884,,base_2,meta-llama_llama-4-maverick,,1.0
Combo_NonOracle,overall,0.0,-851.0265263218329,0.056411083935389,0.9349670307018052,0.8118289637150401,0.0917291817781778,-0.0619207928232299,0.537671627113604,base_2,openai_gpt-4o-2024-08-06,0.5577062867217956,1.1155171636418284
Equal,overall,0.0,-850.381258059901,0.0565341919979835,0.9346828731112714,0.8082029298376906,0.0926087699133557,-0.0616517567567567,0.3894026445755721,base_2,openai_gpt-4o-2024-08-06,0.5,1.1262138213761077
EmpiricalLinear,overall,2.0,-847.0309132968988,0.0564102478807104,0.9349689583625248,0.811579606155947,0.0917899397794934,-0.0619003849796747,0.0729257283108238,base_2,openai_gpt-4o-2024-08-06,0.5533289521621154,1.1162560407579465
Combo_Oracle,overall,0.0,-760.8650650023327,0.0764980457251226,0.8804071060774281,0.92003245526145,0.0597981863574601,3.91578661388062e-16,1.419726058482818e-20,base_2,openai_gpt-4o-2024-08-06,0.9903522351014308,0.7272048212280966
LLM(Combined),overall,,,0.0,1.0,0.8487831235621134,0.0822301841405197,-0.0462125675675675,,base_2,openai_gpt-4o-2024-08-06,,1.0
Equal,overall,0.0,-768.0633387809384,0.0772884208662591,0.9065669894951276,0.8488288779308638,0.0818611888503948,-0.0200606666666666,0.8776868590624626,base_2,qwen_qwen2.5-vl-32b-instruct,0.5,0.6994854345452975
EmpiricalLinear,overall,2.0,-764.0820721280446,0.0772835947808898,0.9065786575199568,0.8480735877116412,0.0820654339415561,-0.0199000434379525,0.11989981883012,base_2,qwen_qwen2.5-vl-32b-instruct,0.5045118884470244,0.7012306628806179
Combo_NonOracle,overall,0.0,-756.2707675581865,0.0803870200009576,0.8989250970023279,0.8568105563154963,0.0796707911947126,-0.0240138915914657,0.0024133221074151,base_2,qwen_qwen2.5-vl-32b-instruct,0.38895435604497075,0.6807689795618261
Combo_Oracle,overall,0.0,-700.9573214452583,0.0966630165827875,0.8538522402095012,0.893928777628643,0.0685713052085916,-2.183438615096141e-16,2.352085368619774e-15,base_2,qwen_qwen2.5-vl-32b-instruct,0.8340235926957447,0.5859263699288262
LLM(Combined),overall,,,0.0,1.0,0.6910334343028153,0.1170305839228931,-0.0257939999999999,,base_2,qwen_qwen2.5-vl-32b-instruct,,1.0
Combo_NonOracle,overall,0.0,-925.1921591030468,0.0457769832222291,0.9582003587444928,0.9904793202952652,0.0205436499615421,-0.0122933676806233,0.5647040734515528,base_2,GPT-5 Mini,0.16166165676353764,0.4004421909465781
EmpiricalLinear,overall,2.0,-924.669767794143,0.0452493989004974,0.9591582966979164,0.986470592393477,0.0244896748919733,-0.0119581613894962,0.4348956754090424,base_2,GPT-5 Mini,0.2632570281374673,0.4773591395720537
Equal,overall,0.0,-910.6882252953984,0.0480445094335051,0.9539567740791476,0.9687222000994128,0.0372358890554536,-0.0111770457493321,0.0004002503415786,base_2,GPT-5 Mini,0.5,0.7258116752924988
Combo_Oracle,overall,0.0,-884.4368050841672,0.0524380564151139,0.945150662002161,0.9963294161201698,0.0127559029297571,7.290464528371861e-17,7.978261029806424e-10,base_2,GPT-5 Mini,0.025323900316177872,0.24864139168336852
LLM(Combined),overall,,,0.0,1.0,0.9406270952087136,0.051302411249375,-0.0257733333333333,,base_2,GPT-5 Mini,,1.0
EmpiricalLinear,overall,2.0,-526.6728888756091,0.1705188161660368,0.4502726684536464,0.0829028360057163,0.2016282145600329,-0.1245273333333333,0.8071470450918558,base_2,microsoft_phi-4-multimodal-instruct,0.0,0.7834480858710088
Combo_NonOracle,overall,0.0,-523.8097331619475,0.1744647708636535,0.4245359459104684,0.1906611682360278,0.1894125793925078,-0.1176074503480109,0.1928529549081443,base_2,microsoft_phi-4-multimodal-instruct,0.08971326255819856,0.7359829232667611
Equal,overall,0.0,-450.4603683761793,0.2227880158356817,0.0616035341864901,0.3908669508806759,0.1643235129452467,-0.0859606666666666,2.2783167798778584e-17,base_2,microsoft_phi-4-multimodal-instruct,0.5,0.638496660606111
Combo_Oracle,overall,0.0,-422.905602517984,0.2442201169428859,-0.1276273006167008,0.5419407000588521,0.1424965933025477,1.2434497875801754e-16,2.3668608581428378e-23,base_2,microsoft_phi-4-multimodal-instruct,0.4752153784895784,0.5536858197629938
LLM(Combined),overall,,,0.0,1.0,-0.4941524208503183,0.2573600193762297,-0.1560606666666666,,base_2,microsoft_phi-4-multimodal-instruct,,1.0
Combo_NonOracle,overall,0.0,-754.4371886457134,0.0808798443364346,0.8936809830844118,0.6860364143096325,0.1179731754588166,-0.0934847056889305,0.7723326030200565,base_2,mistralai_mistral-small-3.2-24b-instruct,0.29442341335833694,0.8848357360400457
EmpiricalLinear,overall,2.0,-751.9753031926756,0.0804662306673154,0.8947656181146467,0.6773558758621812,0.1195929308853637,-0.0935703232105213,0.2255343698808403,base_2,mistralai_mistral-small-3.2-24b-instruct,0.34579392631285094,0.8969844086470147
Equal,overall,0.0,-742.653442353569,0.0841199540339072,0.8849919096773261,0.6332134822170007,0.1275117807890706,-0.0938273333333333,0.0021330270991031,base_2,mistralai_mistral-small-3.2-24b-instruct,0.5,0.956378261155318
Combo_Oracle,overall,0.0,-607.0119430915997,0.1322087529737752,0.7159133951437721,0.8878823655874772,0.0704986161580808,-1.8947806286936006e-16,7.495818284162193e-33,base_2,mistralai_mistral-small-3.2-24b-instruct,0.20099865773174314,0.5287616839627776
LLM(Combined),overall,,,0.0,1.0,0.5989911365470111,0.1333277699505995,-0.0920606666666666,,base_2,mistralai_mistral-small-3.2-24b-instruct,,1.0
EmpiricalLinear,overall,2.0,-893.6444145354036,0.0501795327959631,0.9448997053019562,0.9505681757391028,0.046810895388394,-0.0054546313550644,0.9548274982236648,base_2,anthropic_claude-3.7-sonnet,0.2828250399489959,1.0416289048659306
Combo_NonOracle,overall,0.0,-886.8707362095919,0.0520143421657299,0.9407965636436072,0.9474568602817928,0.0482615915123189,-0.0067667596301869,0.0322878671983019,base_2,anthropic_claude-3.7-sonnet,0.11460346621534898,1.0739095737640478
