model,mse,r_squared,aic,bic
Basic Single-Stage,0.012872737177490323,0.20959536314441907,-126.57697761633625,-123.77458285301194
Basic Two-Stage,0.01533628221903662,0.05833014292803029,-121.324060048812,-118.52166528548769
Weber Single-Stage,0.011056933056401385,0.3210883562150645,-131.1382155483816,-128.33582078505728
Weber Two-Stage,0.011809291857318145,0.2748924402552819,-129.16351809050545,-126.36112332718113
Linear Regression,0.005248100138645962,0.6777590789687119,-153.49095857696923,-150.68856381364492
