range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,70.78060667604281,0.19083704698748732,6.753301483936435,,-0.04608493546141222,0.08676313028747794
medium,78.77051577356514,0.16707906645413695,,,0.2200736624091094,0.07638244105407802
long,61.1973428498919,0.20405730245334747,,,-0.2421136721704523,0.09228960582296798
