model,mse,r_squared,aic,bic
Basic Single-Stage,0.0038591288888889094,0.92579758258303,-162.71164115476995,-159.90924639144563
Basic Two-Stage,0.003859453926694373,0.9257913328329926,-162.7091151449071,-159.90672038158277
Weber Single-Stage,0.00393801674296063,0.9242807455854857,-162.10472433323557,-159.30232956991125
Weber Two-Stage,0.003938454576005603,0.9242723270352643,-162.1013899322253,-159.29899516890097
Linear Regression,0.0037845376294798343,0.92723180567474,-163.29702080135164,-160.49462603802732
