model,mse,r_squared,aic,bic
Basic Single-Stage,0.0013215036985041349,0.9688149911057693,-194.84685792905748,-192.04446316573316
Basic Two-Stage,0.001418767180263435,0.9665197553473064,-192.71787135117316,-189.91547658784884
Weber Single-Stage,0.0013623273694881493,0.9678516290325698,-193.93480916191024,-191.13241439858592
Weber Two-Stage,0.001487823463270313,0.9648901565787145,-191.29307278719904,-188.49067802387472
Linear Regression,0.0013696563711942489,0.967678678337351,-193.77396652441504,-190.97157176109073
