model,mse,r_squared,aic,bic
Basic Single-Stage,0.0400767112852246,-1.0853495615678486,-92.50804782494194,-89.70565306161762
Basic Two-Stage,0.04153320777913529,-1.161136826230993,-91.43713722338748,-88.63474246006317
Weber Single-Stage,0.03981235484245341,-1.0715940518378426,-92.7065862251088,-89.90419146178448
Weber Two-Stage,0.039645109568319924,-1.062891619729419,-92.83287365154472,-90.0304788882204
Linear Regression,0.01839175036779734,0.04300459453888661,-115.87396081269276,-113.07156604936844
