model,mse,r_squared,aic,bic
Basic Single-Stage,0.0011390933333333536,0.9752729878694887,-199.29935445745883,-196.49695969413452
Basic Two-Stage,0.001139354711082346,0.9752673139790524,-199.29247744701934,-196.49008268369502
Weber Single-Stage,0.0015944249126473374,0.9653888202112035,-189.21845525931778,-186.41606049599346
Weber Two-Stage,0.0015949715371621888,0.9653769542906384,-189.20817841915468,-186.40578365583036
Linear Regression,0.0011380898106330107,0.9752947719650131,-199.32577241604673,-196.52337765272242
