model,mse,r_squared,aic,bic
Basic Single-Stage,0.008853418664753466,0.8545068267507415,-137.80515981230675,-135.00276504898244
Basic Two-Stage,0.008042184052668589,0.8678382981779031,-140.68790743213168,-137.88551266880737
Weber Single-Stage,0.008361756581094835,0.8625865843479531,-139.51901514965914,-136.71662038633482
Weber Two-Stage,0.007459463360353801,0.8774144727442783,-142.94413262142248,-140.14173785809817
Linear Regression,0.009583004601730142,0.842517133599624,-135.42979272386071,-132.6273979605364
