range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(stimulus),0.0,-14.645557197523813,0.8637641068148519,0.5166769243684772,0.9376090522414091,-0.5226167267355464
long,Bayes(range),0.0,-6.905961817918602,0.9332710384990555,0.435761388941437,1.059398373569881,-0.5843472138293437
long,Equal,0.0,-5.644439103874908,0.9451190401214019,0.42134428217539555,1.0641997641420524,-0.5840000000000001
long,EmpiricalLinear,3.0,-0.8972942812701454,0.9333519336141032,0.435663569286331,1.0043392639510145,-0.4554069919267442
long,LLM(Combined),,,0.0,1.0,1.1895680468136323,-0.613
medium,EmpiricalLinear,3.0,-53.92137589431646,0.5492433040091642,0.7715853007192351,0.6913382615756247,-0.3153897751300574
medium,Bayes(range),0.0,-41.458912487026446,0.6606116538491507,0.6695642951022257,0.8144043768689561,-0.5301483150268315
medium,Bayes(stimulus),0.0,-30.490390665640877,0.7371942104440161,0.5885108972849508,0.8868153097525916,-0.5000837916979485
medium,Equal,0.0,-20.96153351038131,0.8108961092519805,0.5021197028251598,0.993728222402886,-0.6859999999999998
medium,LLM(Combined),,,0.0,1.0,0.6765615419161807,-0.10229999999999992
short,Equal,0.0,-51.51631334688983,0.5974031302228002,0.7732791812961284,0.6193870058372228,-0.43826999999999994
short,EmpiricalLinear,3.0,-51.222019140190994,0.5642712567592494,0.7977296293229628,0.5211839556995955,-0.16887323294320197
short,Bayes(stimulus),0.0,-50.75915511317446,0.6019435847327843,0.7698197835963936,0.6712968040991493,-0.43612894758043785
short,Bayes(range),0.0,-50.712270837301396,0.6022258677916646,0.7696038457159757,0.6199445538454349,-0.44012342768882784
short,LLM(Combined),,,0.0,1.0,0.5375327366774977,-0.2243699999999999
