model,mse,r_squared,aic,bic
Basic Single-Stage,0.004426168426222222,0.914508054282165,-158.5998524218495,-155.7974576585252
Basic Two-Stage,0.004426760173428382,0.9144966246176885,-158.59584280934692,-155.7934480460226
Weber Single-Stage,0.005509195995543706,0.8935892538093195,-152.03465256712602,-149.2322578038017
Weber Two-Stage,0.005510057284527952,0.8935726179147945,-152.0299636866651,-149.22756892334078
Linear Regression,0.004374806401268503,0.9155001176260015,-158.94993367602538,-156.14753891270107
