model,mse,r_squared,aic,bic
Basic Single-Stage,5.020190499113364,0.6254962515444044,52.404042406293655,55.20643716961796
Basic Two-Stage,4.953200854169727,0.6304936461937772,52.001026200894486,54.803420964218795
Weber Single-Stage,3.852958763062318,0.7125711664394971,44.46524867722785,47.267643440552156
Weber Two-Stage,3.8054178655662336,0.7161176940703453,44.09278204568766,46.89517680901197
Linear Regression,4.556845261603939,0.6600615789571738,49.49892324870625,52.301318012030556
