model,mse,r_squared,aic,bic
Basic Single-Stage,0.3906183599859412,0.9048908386094635,-24.20065091095091,-21.398256147626597
Basic Two-Stage,0.3911923194399904,0.9047510888999293,-24.156602541902874,-21.354207778578562
Weber Single-Stage,0.37266093217200197,0.9092631776366826,-25.612508551532404,-22.810113788208092
Weber Two-Stage,0.3726980119861467,0.909254149310344,-25.609523703898574,-22.807128940574263
Linear Regression,0.3505059194157429,0.914657559723383,-27.4512449343594,-24.64885017103509
