range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,43.619008396168084,0.13841076643685749,,,0.11498954013375821,0.23521755130669833
medium,46.76029058943436,0.10483072131931248,,5.666666666666688,0.12552607332695695,0.23520721737985426
long,55.9040972032159,0.05886326049239532,,,0.35991491974168094,0.23521755130669839
