model,mse,r_squared,aic,bic
Basic Single-Stage,0.007622264239635124,0.8749432085663865,-142.2965186931899,-139.4941239298656
Basic Two-Stage,0.007512646560279676,0.8767416814129861,-142.73103111288142,-139.9286363495571
Weber Single-Stage,0.006501773095900417,0.8933268571594914,-147.06579688768346,-144.26340212435915
Weber Two-Stage,0.007161227986629707,0.8825073276683757,-144.16802525289015,-141.36563048956583
Linear Regression,0.01950044731053939,0.6800605049224807,-114.1179978534014,-111.31560309007709
