range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-184.818704282972,0.1575224891194222,-0.34119173158465754,0.25610882538435664,-0.2281185512195074
long,Combo_Oracle,0.0,-179.56971548206397,0.16601167615123158,-0.4896457599249655,0.2072537302361201,-0.18123133719741333
long,Equal,0.0,-177.74480443047727,0.16906905393950722,-0.5450195557419724,0.2758128534713348,-0.219486
long,EmpiricalLinear,2.0,-176.39898918210739,0.16464067750435837,-0.46514303523136813,0.2557351665047866,-0.23131488148839224
long,LLM(Combined),,,0.0,1.0,0.2902165855701565,-0.24325599999999997
medium,Combo_Oracle,0.0,-187.60875580352646,0.15318827507513963,-0.1135594331997789,0.10644999122246314,-0.014089544087001384
medium,EmpiricalLinear,2.0,-181.41421056235183,0.15658722036126832,-0.163523017142313,0.12317704372397859,-0.05960990031079489
medium,Combo_NonOracle,0.0,-180.79468364441303,0.16399049068571836,-0.27614399155457536,0.13537802587137412,-0.06056648507348612
medium,Equal,0.0,-152.8025711501833,0.21696359347698047,-1.2337577891241835,0.20153820292937022,-0.06315
medium,LLM(Combined),,,0.0,1.0,0.17868148492015742,-0.06673733340000002
short,EmpiricalLinear,2.0,-245.7288526828969,0.0823078719102647,0.7170188755065008,0.1764203920905106,0.13922652823843737
short,Combo_Oracle,0.0,-236.12654858310785,0.09430081130933621,0.6285455373917893,0.21983644141062478,0.19532088128441466
short,Combo_NonOracle,0.0,-227.9253199194192,0.10236062116828719,0.5623362800442157,0.1814476128350128,0.1464360573056378
short,Equal,0.0,-168.25735287229304,0.18589495390916047,-0.4434771852929209,0.22772818994484534,0.1659073333333334
short,LLM(Combined),,,0.0,1.0,0.22016300265939326,0.15570400000000004
