range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_Oracle,0.0,-166.61758045517522,0.1889683374708783,-0.036158949502533844,0.2173119073784569,-0.17952539611472776
long,Equal,0.0,-153.3193932158388,0.215845170369601,-0.3518638947947119,0.270097772298206,-0.21825361904761909
long,Combo_NonOracle,0.0,-151.09739331551995,0.22069493114287325,-0.41329562674503406,0.24404482475709577,-0.1639531467961966
long,EmpiricalLinear,2.0,-150.0481898013099,0.21427781648622304,-0.3323021307876648,0.2585751312901351,-0.1992892793364679
long,LLM(Combined),,,0.0,1.0,0.32334251313429235,-0.229116
medium,Equal,0.0,-169.98839630620208,0.1827047233166735,-0.0920019968903496,0.23510318271393568,-0.09239200000000004
medium,Combo_NonOracle,0.0,-166.66349073115234,0.18888160149751942,-0.16708690292625783,0.22882860656223902,-0.03588716173007869
medium,EmpiricalLinear,2.0,-166.6344900011586,0.18152808480561894,-0.07798206178606493,0.23027521331088743,-0.07265778952549777
medium,Combo_Oracle,0.0,-165.33602532840018,0.19140565531534973,-0.19848723681192437,0.15789022429193805,-0.03308044412047681
medium,LLM(Combined),,,0.0,1.0,0.2717195447515692,-0.12567000000000003
short,Combo_Oracle,0.0,-174.33026319926498,0.17494167750445608,0.027590969261451326,0.24436923472421168,0.21260584023520418
short,Equal,0.0,-164.6014289478156,0.1928168914300516,-0.18127921939176694,0.24277418112465812,0.14436661904761905
short,Combo_NonOracle,0.0,-164.2236750632325,0.19354664219072076,-0.19023767396847635,0.26110235058391457,0.1768380964620302
short,EmpiricalLinear,2.0,-161.68407780694875,0.19074062119315177,-0.15597594167022777,0.24752740745456167,0.1557072226018309
short,LLM(Combined),,,0.0,1.0,0.3016442656507828,0.20675000000000002
