range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-15.724917245487912,0.8047294279136555,-0.27004222851373494,0.9163584617424896,-0.5607174535905329
long,Bayes(stimulus),0.0,-11.941162873867714,0.8874424287601383,-0.5445386203533529,0.7433303713569049,-0.2449121289660892
long,Equal,0.0,-10.308729596345271,0.9020482248749232,-0.5957979666441784,0.7450792964510553,-0.25639999999999996
long,Bayes(range),0.0,-10.258737688855819,0.9024992887273312,-0.5973943042372147,0.7367722838537321,-0.2413654549206132
long,LLM(Combined),,,0.0,1.0,1.1787687211662856,-0.541
medium,Bayes(stimulus),0.0,-32.279677225828365,0.724121000890331,0.2214697165176579,0.897854911520324,-0.5454215112222386
medium,Bayes(range),0.0,-30.140859248445185,0.7397754442989494,0.18744447539051845,0.791929536963827,-0.4983098565011677
medium,Equal,0.0,-20.96354835518974,0.810879771118416,0.02373851282687167,0.9209798121165201,-0.6225724932327994
medium,EmpiricalLinear,3.0,-20.534773191083076,0.7669392143631477,0.12667656766897128,0.9448539896128866,-0.6621411993534587
medium,LLM(Combined),,,0.0,1.0,0.9945626840922416,-0.34127865529999996
short,Bayes(stimulus),0.0,-21.525021097408427,0.8063396599021929,0.5135310307832527,0.9174346482087667,-0.8319049289858255
short,Equal,0.0,-1.0722092516797965,0.9893351842250445,0.2676713762408758,0.8199633987655398,-0.657427380283518
short,Bayes(range),0.0,1.1266420679181812,1.0113301258143137,0.23474709101427327,0.7236272081343625,-0.5407662977031034
short,EmpiricalLinear,3.0,8.097936307137617,1.0212009769679093,0.21973604681643188,0.6848185871493513,-0.4393403533398631
short,LLM(Combined),,,0.0,1.0,1.1828107507462207,-0.7799203509838601
