range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,9.55844909522832,0.14187412226757992,,,-0.6321740497894913,0.23521755130669839
medium,0.6631583776297915,0.187662788054533,,-0.1569551202578713,-0.5995684331009276,0.2352072173798542
long,-13.599428942887211,0.17625749965128465,,,-0.6151899380783078,0.23521755130669827
