range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-258.49620758018676,0.07539893898457724,0.7035876066771778,0.062813076186412,-0.041055999999999974
long,EmpiricalLinear,2.0,-245.79858231799028,0.08225049893682727,0.6472695347833803,0.07777676276895115,-0.05690838437503887
long,Combo_NonOracle,0.0,-245.5379571057487,0.08583061043600115,0.6158947072364984,0.08361796461834906,-0.062189273106763
long,Combo_Oracle,0.0,-242.81638060099516,0.0881986337833349,0.594407790393067,0.06279361285726692,-0.003480995499428331
long,LLM(Combined),,,0.0,1.0,0.08088680077738271,-0.028855999999999982
medium,Combo_NonOracle,0.0,-243.42192485013575,0.0876661658201958,0.783803403015245,0.14477366800992447,-0.1256326645447952
medium,EmpiricalLinear,2.0,-234.62062690439103,0.09197796246020867,0.7620134584693496,0.14838872603098602,-0.12726624685674864
medium,Equal,0.0,-221.1028637823484,0.10958786429162673,0.6621610217171149,0.16255744719944396,-0.13217
medium,Combo_Oracle,0.0,-208.59853345796859,0.12418469638184941,0.5661685941416641,0.07038389822905149,-0.028440009429409524
medium,LLM(Combined),,,0.0,1.0,0.14677456741547565,-0.11807000000000001
short,Equal,0.0,-282.2662452400833,0.0594474557908074,0.22202458525589086,0.1356737135188685,-0.10825599999999998
short,EmpiricalLinear,2.0,-269.64124446036027,0.06480241260731183,0.07555372307062824,0.12181530492240052,-0.09653633839977664
short,Combo_NonOracle,0.0,-269.38588144292146,0.06761950415543623,-0.0065683980458284275,0.11748034485626489,-0.09263217941523362
short,Combo_Oracle,0.0,-176.61665327516886,0.17098720791902305,-5.436156104034557,0.07754504300745127,0.03192100492883729
short,LLM(Combined),,,0.0,1.0,0.15888182570703296,-0.12925599999999998
