range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,2.0,60.52130052273162,1.759822594213427,0.32849240044189754,1.669387360205081,-0.04803016193684909
long,Equal,0.0,75.41391691152151,2.125780797730566,0.02017139749852359,1.454799861836672,-0.374
long,Combo_Oracle,0.0,116.96213173849776,3.2207727569189606,-1.2492271729373252,1.157083812532273,-0.48584921828575645
long,Combo_NonOracle,0.0,118.74142697557978,3.2785926813386714,-1.3307091634419157,1.5746304178302144,-1.2880465729582462
long,LLM(Combined),,,0.0,1.0,2.7475578789172026,1.2128
medium,EmpiricalLinear,2.0,116.27547597239962,3.0733087800291257,0.20818959386326896,2.7736635712269564,1.8814229292895257
medium,Equal,0.0,118.90478162757259,3.2839527918064917,0.09592882557000759,2.122374252812164,1.2706730788992837
medium,Combo_NonOracle,0.0,149.80345505740223,4.472889187822088,-0.677200911339543,1.0150755123753576,-0.44192036533162166
medium,Combo_Oracle,0.0,151.78367520989153,4.562345029062608,-0.7449583422507144,0.9581861080422753,-0.36414149600307155
medium,LLM(Combined),,,0.0,1.0,4.249402056760457,2.9980999999999995
short,Equal,0.0,108.05009387788166,2.9461550247738155,0.3718808795030839,3.740716682535581,3.44399
short,EmpiricalLinear,2.0,118.89160617387341,3.1547714782035787,0.27977758306186484,4.613460382386294,4.244563258632918
short,Combo_NonOracle,0.0,129.3002675085694,3.6437110265454407,0.039231674508982683,1.3091763039115234,1.1991159104111708
short,Combo_Oracle,0.0,139.75109636811337,4.045118978025023,-0.18411374661461188,0.920928863543672,0.84999071428883
short,LLM(Combined),,,0.0,1.0,4.619258823556005,3.0974100000000004
