model,mse,r_squared,aic,bic
Basic Single-Stage,0.45157124550726985,0.8382996667527909,-19.850597201838944,-17.048202438514632
Basic Two-Stage,0.4788330890036208,0.8285376431028102,-18.09203333249811,-15.2896385691738
Weber Single-Stage,0.36376372878276503,0.8697421132265749,-26.33743909451549,-23.535044331191177
Weber Two-Stage,0.3661500237074588,0.8688876197476652,-26.141281928296998,-23.338887164972686
Linear Regression,0.2912195769818374,0.8957189964715849,-33.010229073312324,-30.207834309988012
