range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,25.71950963364127,0.15742303819495257,,,0.14084741128520967,0.23521755130669833
medium,39.3444968617279,0.09567525018819202,,1.622222222222223,0.2299066708366247,0.23520721737985426
long,35.814780255815165,0.10121098584665551,,,0.32346800585079244,0.23521755130669839
