range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-246.33906966442956,0.08018725461734179,0.11417434891546185,0.3788781221832164,-0.3549377625602008
long,Bayes(range),0.0,-218.205378552882,0.11280960581967062,-0.7531929923553693,0.3188333939266915,-0.2949282084562791
long,Equal,0.0,-215.04445709035886,0.11643238381137785,-0.8676054863365095,0.3043850242702489,-0.27635
long,Bayes(stimulus),0.0,-207.40872875589278,0.12567107671557687,-1.1757462049788674,0.31013351725829474,-0.2794471264979503
long,LLM(Combined),,,0.0,1.0,0.37468048121032405,-0.34985
medium,EmpiricalLinear,3.0,-276.07953095206994,0.05955855637271413,0.44574661918722414,0.23130025550529196,-0.17877053799615145
medium,Bayes(range),0.0,-228.8007957996166,0.1014683899524055,-0.6087240874270972,0.19020555910041334,-0.12775254285109292
medium,Equal,0.0,-222.50456827511883,0.10806248192596726,-0.8246093749999999,0.1814820404337575,-0.11297
medium,Bayes(stimulus),0.0,-217.9221805164223,0.11312953320853551,-0.9997330131220521,0.20056586366359924,-0.13393676559234768
medium,LLM(Combined),,,0.0,1.0,0.25478067234388097,-0.19007000000000002
short,Bayes(range),0.0,-251.55627171697978,0.08081742205166259,0.36396380299186304,0.10251649242611946,0.05464993902605175
short,Equal,0.0,-251.37254434361367,0.08096604226464328,0.3616223585548738,0.10273092523675624,0.05505000000000001
short,EmpiricalLinear,3.0,-242.8306279015072,0.08305051190809681,0.3283291919177205,0.0993800134490757,0.026738300556352002
short,Bayes(stimulus),0.0,-241.35896042769463,0.08949347115603926,0.22007192720256796,0.10409345691805856,0.028612977524168134
short,LLM(Combined),,,0.0,1.0,0.09940051810730163,0.03295000000000001
