range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-285.71437294990903,0.05743256915722994,0.7267291001819322,0.04318984834425793,0.02445
long,Combo_NonOracle,0.0,-279.6144564664911,0.06104496441457438,0.6912715957018425,0.03843899009767035,0.017361993225911712
long,EmpiricalLinear,2.0,-270.0445172950209,0.06454160831089172,0.6548908570560339,0.03716645903551474,0.01271069278526716
long,Combo_Oracle,0.0,-239.29981162557596,0.09135537883195877,0.30857489523739834,0.04116121262682871,-0.023008814247626148
long,LLM(Combined),,,0.0,1.0,0.06506629695933218,0.05535
medium,Combo_NonOracle,0.0,-298.0509916753856,0.05076694034041556,0.8556577839076158,0.07158523283063853,0.05351804661775336
medium,Equal,0.0,-294.74412244492817,0.05247380298777667,0.8457886035341768,0.07579743399350666,0.05962999999999999
medium,EmpiricalLinear,2.0,-293.76323582082784,0.050913235569076384,0.8548246825540193,0.06962451450578307,0.04950725312303363
medium,Combo_Oracle,0.0,-269.1696254474341,0.06776589361826696,0.7428102072496844,0.050218992017443675,0.015076139997147879
medium,LLM(Combined),,,0.0,1.0,0.08186446726144378,0.060729999999999985
short,Combo_Oracle,0.0,-329.5758019030166,0.03703995739697023,0.9173789767709034,0.04926429303205369,0.007932674250478727
short,EmpiricalLinear,2.0,-290.2392970688138,0.052739373831670086,0.8324981721558328,0.05954595354208572,0.034183668794193954
short,Combo_NonOracle,0.0,-283.88923268831985,0.05849041835109558,0.7939754057172723,0.06411943087958796,0.04098524255330045
short,Equal,0.0,-268.3298103543599,0.06833739825307956,0.7187668619440375,0.07243785612509526,0.051350000000000014
short,LLM(Combined),,,0.0,1.0,0.050031819874955585,-0.006449999999999991
