range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(range),0.0,9.095124113573018,1.0952156024871822,0.20501816239050386,0.8910774420697569,-0.47805004981374494
long,EmpiricalLinear,3.0,9.35503827581492,1.034119544208194,0.2912395835509205,0.7886259049894568,-0.2409085919865074
long,Equal,0.0,9.926659267115623,1.104360674779757,0.19168650535909793,0.8658057160818473,-0.34550000000000003
long,Bayes(stimulus),0.0,19.156386335733274,1.2111421782755056,0.027816557930791408,0.9251157918417624,-0.35685606071982406
long,LLM(Combined),,,0.0,1.0,1.0057173250968683,-0.09900000000000006
medium,Bayes(range),0.0,-31.920634405630118,0.7267255783297222,0.6844897301138231,0.6934449928172831,-0.19301826760473467
medium,Bayes(stimulus),0.0,-30.78209884378985,0.7350468881234122,0.677222915585805,0.6817139809696161,-0.19953014638912037
medium,Equal,0.0,-27.683829248411318,0.7581770901313228,0.6565892214397795,0.7623358839776597,-0.18899999999999995
medium,EmpiricalLinear,3.0,-26.497615076012877,0.7225445855750342,0.6881096701303007,0.6739387381879945,0.06880139700835247
medium,LLM(Combined),,,0.0,1.0,0.6189693691936621,-0.06869999999999993
short,Equal,0.0,-35.098852468160324,0.7039918323389839,0.7786950359550322,0.4317833287657132,-0.2468699999999999
short,Bayes(range),0.0,-33.15403335451966,0.7178172035195393,0.7699174723645428,0.37348687771388406,-0.182797068329836
short,EmpiricalLinear,3.0,-31.57023612476577,0.6868067229190002,0.7893676903729034,0.45036217689582375,0.004637194978161809
short,Bayes(stimulus),0.0,-12.123998291506895,0.8858213520919422,0.6496128235050903,0.782102432553544,-0.46940322479659835
short,LLM(Combined),,,0.0,1.0,0.6532580523805276,0.00023000000000011233
