model,mse,r_squared,aic,bic
Basic Single-Stage,0.002151972541623594,0.931411049128942,-180.22717442670384,-177.42477966337952
Basic Two-Stage,0.0022136923975027045,0.9294438771131377,-179.3792527276396,-176.57685796431528
Weber Single-Stage,0.002626844054956668,0.9162756613542014,-174.2477455981721,-171.44535083484777
Weber Two-Stage,0.0026496049403337846,0.9155502128558042,-173.9890215699361,-171.1866268066118
Linear Regression,0.0013241351360105892,0.957796376099692,-194.787225059077,-191.9848302957527
