model,mse,r_squared,aic,bic
Basic Single-Stage,1.1527259924106663,0.8736686143625139,8.263912991014386,11.066307754338698
Basic Two-Stage,1.152832898166384,0.8736568981764112,8.266695110269566,11.069089873593876
Weber Single-Stage,0.6966290061938211,0.9236539227820435,-6.845025402929222,-4.042630639604911
Weber Two-Stage,0.6964933726823674,0.9236687873461755,-6.8508669565164855,-4.0484721931921746
Linear Regression,0.5246371874883172,0.9425031245163936,-15.351392619918755,-12.548997856594443
