model,mse,r_squared,aic,bic
Basic Single-Stage,0.009011080696557566,0.797469741055529,-137.27567906321545,-134.47328429989113
Basic Two-Stage,0.009053022629784552,0.7965270671540138,-137.13638391642596,-134.33398915310164
Weber Single-Stage,0.008792500508803345,0.8023824816597614,-138.0122722677967,-135.2098775044724
Weber Two-Stage,0.008792723992967579,0.8023774586989008,-138.01150983653,-135.20911507320568
Linear Regression,0.00860733828181761,0.8065441305275252,-138.65071933389754,-135.84832457057323
