llm_model,model_pretty,ablation,ablation_pretty,modality,combo_model,prob,nrmse,w_img
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Bayes(stimulus),3.520654311037519e-23,0.8840512461966015,0.7256339715300746
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Equal,5.223757355161192e-47,0.7266379359416469,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,Bayes(range),5.08611799072188e-52,0.6928837300420684,0.41807675300347175
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,EmpiricalLinear,1.0,0.6540090225068829,0.07703316279472014
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Bayes(range),5.043993628250908e-21,0.6807961875226675,0.3330622736254156
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Equal,2.6141371238119106e-35,0.777250973562036,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,Bayes(stimulus),0.0,0.6380270308281711,0.28778372360630605
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,EmpiricalLinear,0.9999999999997222,0.5201382613794585,0.36949302989898936
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Bayes(range),2.778590506333217e-13,0.4013329590995797,0.3579743153316782
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Equal,1.0517957287487013e-19,0.4234700718387053,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,Bayes(stimulus),1.572136845870747e-20,0.38666055977423824,0.4303882878399257
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,EmpiricalLinear,0.9999999999982674,0.8129863033797347,0.2579085187166195
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Equal,1.7324957742351321e-12,0.6740595530349627,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Bayes(range),1.8066456436175232e-16,0.6491601215573795,0.4701316665533883
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,Bayes(stimulus),4.6350080307426904e-23,0.6573392801336589,0.3472951548992221
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,EmpiricalLinear,1.0,0.7775477285149881,0.4674413947777338
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,Equal,1.0154184642388273e-18,0.5319352022205825,0.5
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,Bayes(stimulus),6.709983062344065e-19,0.6259949787403064,0.32100508700864777
openai_gpt-4.1-mini,GPT 4.1 mini,base,Base,text_image,Bayes(range),4.109655269181461e-30,0.5050024011033213,0.6881897983865297
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,EmpiricalLinear,1.0,1.2828550819486264,-0.2125286732726931
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Equal,2.5009951093972433e-45,0.9668767950380148,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Bayes(range),3.619423322155045e-56,0.8772553890565744,0.30717528073043115
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,Bayes(stimulus),1.4707082686244717e-63,0.8590384100556542,0.4638581222427411
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,EmpiricalLinear,0.9934184308060606,0.49036451509493173,0.6512566342654931
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Equal,0.0065342009251156,0.5106378295306355,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Bayes(range),4.5675543180629184e-05,0.38959058416093406,0.7307779849219255
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,Bayes(stimulus),1.6927256431124109e-06,0.5287456341767296,0.5216343637014578
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,EmpiricalLinear,0.9999996575956004,0.26596034151900105,0.3624420494422182
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Bayes(stimulus),3.122636364543035e-07,0.3040071778507994,0.3983988349750357
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Bayes(range),3.0009732283251275e-08,0.2743838511864879,0.4383228558457484
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base,Base,text_image,Equal,1.31031176536572e-10,0.29142668231779006,0.5
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,EmpiricalLinear,0.999998930522763,1.1474816817169562,0.20066718375108586
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Bayes(range),9.328990674654428e-07,1.3250840876316874,0.5645604452842439
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Equal,1.3657666419360104e-07,1.2586689444846206,0.5
gemma-3-4b-it,Gemma 3 4B it,base,Base,text_image,Bayes(stimulus),1.5053229803983604e-12,1.366648145232865,0.3588577305470175
