model,mse,r_squared,aic,bic
Basic Single-Stage,1.0677846386222216,0.8327269008058147,5.967610224757946,8.770004988082258
Basic Two-Stage,1.0677872789395901,0.8327264871886365,5.9676844057735545,8.770079169097865
Weber Single-Stage,0.980115713676112,0.8464606184941307,3.3974914353710055,6.199886198695316
Weber Two-Stage,0.9734543489756909,0.8475041501933129,3.192900348760742,5.995295112085053
Linear Regression,0.9796677775082615,0.8465307896394416,3.3837776025765773,6.186172365900888
