model,mse,r_squared,aic,bic
Basic Single-Stage,0.0024065822222222233,0.9578657322465137,-176.87396787027748,-174.07157310695317
Basic Two-Stage,0.002406911970111338,0.9578599590442841,-176.86985928399588,-174.06746452067156
Weber Single-Stage,0.0018790132546633786,0.9671023716317365,-184.29429355436815,-181.49189879104384
Weber Two-Stage,0.0018791649313147037,0.9670997160878786,-184.29187329696697,-181.48947853364265
Linear Regression,0.0014583616438163226,0.9744671096567682,-191.8926850741312,-189.0902903108069
