range_category,regression_angle,scalar_variability,short_vs_medium_t,medium_vs_long_t,response_autocorr,stimulus_autocorr
short,59.237849397688855,0.1761861704005352,,,0.5021090617423954,0.23521755130669833
medium,47.216374951296935,0.09269579945800212,,-2.826086956521739,0.22172726536031342,0.23520721737985426
long,35.079910357651535,0.07184642613208204,,,-0.25866853308439286,0.23521755130669839
